id,type,brand,name,country,price,caliber,description
1,smooth-semi-auto,Fabarm,Fabarm L4S Initial Hunter Maxi-6 76,ИТАЛИЯ,67900,12,
2,smooth-semi-auto,Fabarm,Fabarm L4S Initial Hunter Maxi-8 76,ИТАЛИЯ,71050,12,
3,smooth-semi-auto,Fabarm,Fabarm L4S Grey Hunter Maxi 76,ИТАЛИЯ,98350,12,
4,smooth-semi-auto,Fabarm,Fabarm P.S.S. 10 Practical Muzzle Brake,ИТАЛИЯ,113050,12,
5,smooth-semi-auto,Stoeger,Stoeger M3000 PEREGRINE CAMO MAX5 кал.12/76,ТУРЦИЯ,42505,12,
6,smooth-semi-auto,Stoeger,Stoeger M3000 PEREGRINE SYNTHETIC кал.12/76,ТУРЦИЯ,38135,12,
7,smooth-semi-auto,Stoeger,Stoeger M3000 PEREGRINE WOOD кал.12/76,ТУРЦИЯ,41495,12,
8,smooth-semi-auto,Benelli,Benelli Raffaello 50° Anniversary 12/76 76,ИТАЛИЯ,257880,12,
9,smooth-semi-auto,Benelli,Benelli M2 SP 66,ИТАЛИЯ,138265,12,
10,smooth-semi-auto,Benelli,Benelli Raffaello 50° Anniversary 20/76 71,ИТАЛИЯ,257880,20,
11,smooth-semi-auto,Benelli,Benelli Raffaello Ethos 20 71,ИТАЛИЯ,181610,20,
12,smooth-semi-auto,Armsan,Armsan A612 12/76 76 MC Wood Titanium,ТУРЦИЯ,39950,12,
13,smooth-semi-auto,Benelli,Benelli Vinci Tactical ,ИТАЛИЯ,154055,,
14,smooth-semi-auto,Benelli,Benelli Montefeltro Synthetic New 12 76,ИТАЛИЯ,99120,,
15,smooth-semi-auto,Browning,Browning Maxus Sporting Carbon Fibre 12/76 76 уценка,БЕЛЬГИЯ,90306,12,
16,smooth-semi-auto,Beretta,"Beretta  A400 Xplor Novator 12/76, 76 OCHP ",ИТАЛИЯ,105840,12,
17,smooth-semi-auto,Beretta,"Beretta  A400 Xplor Action 12/76, 76 OCHP kick-off LH",ИТАЛИЯ,140950,12,
18,smooth-semi-auto,Beretta,"Beretta  A400 Xplor Action 12/76, 76 OCHP",ИТАЛИЯ,132385,12,
19,smooth-semi-auto,Beretta,"Beretta  A400 Xplor Action 12/76, 76 OCHP LH",ИТАЛИЯ,132385,12,
20,smooth-semi-auto,Benelli,Benelli Colombo  71,ИТАЛИЯ,142630,12,
21,smooth-semi-auto,Browning,Browning A5 Standart 12/76 76 уценка,БЕЛЬГИЯ,93360,12,
22,smooth-semi-auto,Winchester,Winchester Super X3 Black Shadow Composite 12/76 71,США,108500,12,
23,smooth-semi-auto,Beretta,"Beretta  A400 Lite 12/76, 71 OCHP gun pod2",ИТАЛИЯ,126505,12,
24,smooth-semi-auto,Stoeger,Stoeger 3000A Camo MAX-5 кал.12/76,ТУРЦИЯ,43175,12,
25,smooth-semi-auto,Stoeger,Stoeger 3000A SYNTHETIC кал.12/76,ТУРЦИЯ,36455,12,
26,smooth-semi-auto,Stoeger,Stoeger 3000A WOOD кал.12/76,ТУРЦИЯ,39815,12,
27,smooth-semi-auto,Benelli,Benelli Executive Type 1 76,ИТАЛИЯ,518112,12,
28,smooth-semi-auto,Benelli,Benelli Executive Type 2 76,ИТАЛИЯ,580340,12,
29,smooth-semi-auto,Benelli,Benelli Executive Type 3 76,ИТАЛИЯ,673880,12,
30,smooth-semi-auto,Franchi,Franchi Affinity One 12/76 76 ,ИТАЛИЯ,64510,12,
31,smooth-semi-auto,Benelli,Benelli Raffaello 2013 Deluxe Combo 12  76/55,ИТАЛИЯ,250490,,
32,smooth-semi-auto,Benelli,Benelli Vinci Black Combo 61/76,ИТАЛИЯ,206810,,
33,smooth-semi-auto,Benelli,Benelli Montefeltro Synthetic 12 71,ИТАЛИЯ,99120,,
34,smooth-semi-auto,Benelli,Benelli Raffaello 2013 Deluxe 12 76,ИТАЛИЯ,210000,,
35,smooth-semi-auto,Armsan,Armsan A620 20/76 76 MC Camo Realtree Max4,ТУРЦИЯ,42340,20,
36,smooth-semi-auto,Armsan,Armsan A612 12/76 76 MC Fonex,ТУРЦИЯ,41110,12,
37,smooth-semi-auto,Armsan,Armsan A620 20/76 76 MC Wood Black,ТУРЦИЯ,40010,20,
38,smooth-semi-auto,Browning,Browning Maxus Camo Moinf 12/76 76 ,БЕЛЬГИЯ,134270,12,
39,smooth-semi-auto,Browning,Browning A5 Composite 12/76 71,БЕЛЬГИЯ,131380,12,
40,smooth-semi-auto,Browning,Browning A5 Camo Infinity 12/76 76,БЕЛЬГИЯ,134760,12,
41,smooth-semi-auto,Stoeger,Stoeger 3000A Camo Max-4 76,ТУРЦИЯ,43175,12,
42,smooth-semi-auto,Armsan,Armsan A612 12/76 76 MC Synthetic Carbon,ТУРЦИЯ,41110,12,
43,smooth-semi-auto,Winchester,Winchester Super X3 Raniero Testa 12/76 76,США,135240,12,
44,smooth-semi-auto,Franchi,Franchi Intensity 12/89 76,ИТАЛИЯ,84670,12,
45,smooth-semi-auto,Franchi,Franchi Affinity Synt Combo 12/76 76+61,ИТАЛИЯ,97195,12,
46,smooth-semi-auto,Benelli,Benelli Montefeltro 20 71,ИТАЛИЯ,133055,20,
47,smooth-semi-auto,Beretta,Beretta A400 Xtreme Optifade 12/89 76 OC kick-off,ИТАЛИЯ,169850,12,
48,smooth-semi-auto,Beretta,"Beretta  A400 Xplor Action 20/76, 71 OCHP",ИТАЛИЯ,127175,20,
49,smooth-semi-auto,Armsan,Armsan A612 12/76 76 MC Wood Silver,ТУРЦИЯ,41840,12,
50,smooth-semi-auto,Armsan,Armsan A612 12/76 76/61 MC wood Combo,ТУРЦИЯ,58490,12,
51,smooth-semi-auto,Browning,Browning Maxus Composite 12/76 76 ,БЕЛЬГИЯ,131700,12,
52,smooth-semi-auto,Browning,Browning Maxus Hunter Gr 2 12/76 76,БЕЛЬГИЯ,143130,12,
53,smooth-semi-auto,Armsan,Armsan A612 12/76 76 MC Synthetic,ТУРЦИЯ,35540,12,
54,smooth-semi-auto,Armsan,Armsan A612 12/76 76 MC Camo Realtree Max4,ТУРЦИЯ,41060,12,
55,smooth-semi-auto,Armsan,Armsan A612 12/76 76 MC Wood Black,ТУРЦИЯ,38380,12,
56,smooth-semi-auto,Benelli,Benelli Vinci Black 76,ИТАЛИЯ,151705,12,
57,smooth-semi-auto,Benelli,Benelli SBE 2 Camo Max-4 12/89,ИТАЛИЯ,175730,12,
58,smooth-semi-auto,Browning,Browning A5 One 12/76 66,БЕЛЬГИЯ,116890,12,
59,smooth-semi-auto,Browning,Browning A5 One 12/76 71,БЕЛЬГИЯ,116890,12,
60,smooth-semi-auto,Stoeger,Stoeger 2000A Standart Semi 76,ТУРЦИЯ,26250,12,
61,smooth-semi-auto,Phenoma,Phenoma 12/76 76 Synthetic,ТУРЦИЯ,45450,12,
62,smooth-semi-auto,Armsan,Armsan A612 12/76 76 MC EZ (Synthetic),ТУРЦИЯ,28880,12,
63,smooth-semi-auto,Browning,Browning A5 One 12/76 76,БЕЛЬГИЯ,116890,12,
64,smooth-semi-auto,Browning,Browning A5 Camo Max4 12/76 71,БЕЛЬГИЯ,134760,12,
65,smooth-semi-auto,Beretta,"Beretta 1301 12/76, 61 OCHP",ИТАЛИЯ,103320,12,
66,smooth-semi-auto,Armsan,Armsan A612 12/76 76 MC Wood Black LH,ТУРЦИЯ,43260,12,
67,smooth-semi-auto,Phenoma,Phenoma 12/76 61 Grey Laminate Cantilever,ТУРЦИЯ,60060,12,
68,smooth-semi-auto,Benelli,Benelli Vinci Supersport 76,ИТАЛИЯ,184465,12,
69,smooth-semi-auto,Beretta,Beretta Bellmonte I Wood 76 ,ИТАЛИЯ,71160,12,
70,smooth-semi-auto,Beretta,Beretta Bellmonte I Synth 76,ИТАЛИЯ,65700,12,
71,smooth-semi-auto,Fabarm,Fabarm XLR 5 Composite 76,ИТАЛИЯ,85400,12,
72,smooth-semi-auto,Benelli,Benelli Comfort Cordoba 20 71,ИТАЛИЯ,204625,20,
73,smooth-semi-auto,Fabarm,Fabarm XLR 5 Composite Combo 76/90,ИТАЛИЯ,120400,12,
74,smooth-semi-auto,Fabarm,Fabarm XLR 5 Bulrush 76 ,ИТАЛИЯ,96250,12,
75,smooth-semi-auto,Fabarm,Fabarm XLR 5 Composite Reverse 76,ИТАЛИЯ,92750,12,
76,smooth-semi-auto,Fabarm,Fabarm XLR 5 Composite Combo 76/51,ИТАЛИЯ,128100,12,
77,smooth-semi-auto,Beretta,"Beretta  A400 Xplor Action 12/76, 56 slug",ИТАЛИЯ,127680,12,
78,smooth-semi-auto,Beretta,"Beretta UGB25 Gold Sport 12/76, 76 OC РП",ИТАЛИЯ,277200,12,
79,smooth-semi-auto,Armsan,Armsan A620 20/76 76 MC Wood Silver,ТУРЦИЯ,41370,20,
80,smooth-semi-auto,Armsan,Armsan A620 20/76 76 MC Synthetic Karbon,ТУРЦИЯ,40490,20,
81,smooth-semi-auto,Armsan,Armsan A620 20/76 76 MC Synthetic,ТУРЦИЯ,36380,20,
82,smooth-semi-auto,Phenoma,Phenoma 12/76 76 Camo Realtree Max4,ТУРЦИЯ,52290,12,
83,smooth-semi-auto,Phenoma,Phenoma 12/76 76 MC Synthetic (Карбон),ТУРЦИЯ,50610,12,
84,smooth-semi-auto,Beretta,"Beretta  A400 Xplor Action 12/76, 76 OCHP gun pod",ИТАЛИЯ,137590,12,
85,smooth-semi-auto,Beretta,"Beretta  A400 Xplor Action 12/76, 76 OCHP gun pod kick-off",ИТАЛИЯ,145490,12,
86,smooth-semi-auto,Browning,Browning Maxus Camo Infinity 12/76 76 ,БЕЛЬГИЯ,131700,12,
87,smooth-semi-auto,Beretta,"Beretta A400 Lite 12/76, 76 gun pod2",ИТАЛИЯ,118440,12,
88,smooth-semi-auto,Beretta,"Beretta  A400 XCEL 12/76, 76 OCHP kick-off GP",ИТАЛИЯ,159770,12,
89,smooth-semi-auto,Beretta,"Beretta  A400 Xtreme Camo 12/89, 71 kick-off  OC",ИТАЛИЯ,169850,12,
90,smooth-semi-auto,Beretta,"Beretta  A400 Xtreme Synthetic 12/89, 76 kick-off OCHP",ИТАЛИЯ,159770,12,
91,smooth-semi-auto,Benelli,Benelli Super Vinci Optifade 76,ИТАЛИЯ,166990,12,
92,smooth-semi-auto,Stoeger,Stoeger 3000A SYNTHETIC Slug 55 кал.12/76,ТУРЦИЯ,36455,12,
93,smooth-semi-auto,Stoeger,Stoeger 3000A SYNTHETIC Slug 61 кал.12/76,ТУРЦИЯ,36455,12,
94,smooth-semi-auto,Browning,Browning Maxus Std 12/76 76 ,БЕЛЬГИЯ,135240,12,
95,smooth-semi-auto,Browning,Browning Maxus One Composite 12/76 71,БЕЛЬГИЯ,113510,12,
96,smooth-semi-auto,Browning,Browning Maxus One Composite 12/76 76,БЕЛЬГИЯ,113510,12,
97,smooth-semi-auto,Franchi,Franchi Affinity 12/76 76 Synt,ИТАЛИЯ,80975,12,
98,smooth-semi-auto,Benelli,Benelli Raffaello Crio Comfort 76,ИТАЛИЯ,176230,12,
99,smooth-semi-auto,Benelli,Benelli Raffaello Crio Comfort 71,ИТАЛИЯ,176230,12,
100,smooth-semi-auto,Franchi,Franchi Affinity 12/76 76 Wood,ИТАЛИЯ,85510,12,
101,smooth-semi-auto,Benelli,Benelli M2 Camo Max5 71,ИТАЛИЯ,143810,12,
102,smooth-semi-auto,Benelli,Benelli Comfort 20 71,ИТАЛИЯ,141960,20,
103,smooth-semi-auto,Benelli,Benelli Raffaello 2013 76,ИТАЛИЯ,159265,12,
104,smooth-semi-auto,Benelli,Benelli Raffaello 2013 Power Bore 76,ИТАЛИЯ,191690,12,
105,smooth-semi-auto,Browning,Browning A5 Composite 12/89 71,БЕЛЬГИЯ,132660,12,
106,smooth-semi-auto,Benelli,Benelli Vinci Camo Max-5 71,ИТАЛИЯ,166990,12,
107,smooth-semi-auto,Browning,Browning A5 Camo Duck Blind 12/76 76,БЕЛЬГИЯ,134760,12,
108,smooth-semi-auto,Browning,Browning Maxus Ultimate Ducks 12/76 76 ,БЕЛЬГИЯ,169530,12,
109,smooth-semi-auto,Browning,Browning Maxus Ultimate Partridges 12/76 76 ,БЕЛЬГИЯ,169530,12,
110,smooth-semi-auto,Browning,Browning A5 Standart 12/76 76,БЕЛЬГИЯ,136210,12,
111,smooth-semi-auto,Browning,Browning A5 Composite 12/76 76,БЕЛЬГИЯ,131380,12,
112,smooth-semi-auto,Armsan,Armsan Paragon 12/76 76 Wood,ТУРЦИЯ,58120,12,
113,smooth-semi-auto,Armsan,Armsan A612 12/76 76 MC DW3,ТУРЦИЯ,82090,12,
114,smooth-semi-auto,Phenoma,Phenoma 12/76 61 Wood Cantilever,ТУРЦИЯ,60690,12,
115,smooth-semi-auto,Armtac,Armtac RS-A1 12/76 51,ТУРЦИЯ,34000,12,
116,smooth-semi-auto,Beretta,"Beretta  A400 Xplor Action 12/76, 76 OCH.",ИТАЛИЯ,127175,12,
117,smooth-semi-auto,Fabarm,Fabarm XLR 5 Composite Olive Green 76,ИТАЛИЯ,78750,12,
118,smooth-semi-auto,Fabarm,Fabarm XLR 5 Combo 76/51,ИТАЛИЯ,135450,12,
119,smooth-semi-auto,Benelli,Benelli M3 S90 Telescopic,ИТАЛИЯ,153550,12,
120,smooth-semi-auto,Benelli,Benelli Vinci Camo Wood 76,ИТАЛИЯ,151705,12,
121,smooth-semi-auto,Benelli,Benelli SBE 2 Limited Edirtion 12/89 71,ИТАЛИЯ,202270,12,
122,smooth-semi-auto,Benelli,Benelli Vinci Camo Wood 71,ИТАЛИЯ,151705,12,
123,smooth-semi-auto,Beretta,"Beretta  A400 Xtreme Optifade 12/89, 76  kick-off gun pod OCHP",ИТАЛИЯ,180935,12,
124,smooth-semi-auto,Benelli,Benelli Vinci Sequoia Brown 71,ИТАЛИЯ,166990,12,
125,smooth-semi-auto,Benelli,Benelli Vinci Desert Dune 71,ИТАЛИЯ,166990,12,
126,smooth-semi-auto,Benelli,Benelli Vinci Amazonia Green 71,ИТАЛИЯ,166990,12,
127,smooth-semi-auto,Franchi,Franchi Affinity 12/76 76 Max5,ИТАЛИЯ,82825,12,
128,smooth-semi-auto,Franchi,Franchi Affinity 12/76 76 White,ИТАЛИЯ,89040,12,
129,smooth-semi-auto,Benelli,Benelli Vinci Camo Wood Combo 61/76,ИТАЛИЯ,208990,12,
130,smooth-semi-auto,Beretta,"Beretta  A300 Outlander 12/76, 76 MC",ИТАЛИЯ,90550,12,
131,smooth-semi-auto,Beretta,Beretta Bellmonte I Max5 camo 76,ИТАЛИЯ,69340,12,
132,smooth-semi-auto,Fabarm,Fabarm XLR 5 Combo 76/90,ИТАЛИЯ,132300,12,
133,smooth-semi-auto,Winchester,Winchester Super X3 Field 20/76 71,США,120430,20,
134,smooth-semi-auto,Winchester,Winchester Super X3 Field Red Performance 12/76 76,США,122040,12,
135,smooth-semi-auto,Benelli,Benelli Montefeltro Beccaccia Supreme 66,ИТАЛИЯ,142970,12,
136,smooth-semi-auto,Beretta,"Beretta  A300 Outlander Synthetic 12/76, 76 MC",ИТАЛИЯ,90550,12,
137,smooth-semi-auto,Benelli,Benelli Arabesque 12 76,ИТАЛИЯ,233185,12,
138,smooth-semi-auto,Benelli,Benelli Raffaello 2013 71,ИТАЛИЯ,159265,12,
139,smooth-semi-auto,Benelli,Benelli Raffaello 2013 Power Bore 71,ИТАЛИЯ,191690,12,
140,smooth-semi-auto,Browning,Browning A5 Camo Duck Blind 12/76 71,БЕЛЬГИЯ,134760,12,
141,smooth-semi-auto,Benelli,Benelli Montefeltro Beccaccia 20 61,ИТАЛИЯ,142970,20,
142,smooth-semi-auto,Winchester,Winchester Super X3 Field 20/76 66,США,120430,20,
143,smooth-semi-auto,Winchester,Winchester Super X3 Black Shadow 12/76 71,США,99980,12,
144,smooth-semi-auto,Winchester,Winchester Super X3 Black Shadow 12/76 66,США,99980,12,
145,smooth-semi-auto,Browning,Browning Maxus Std 12/76 66,БЕЛЬГИЯ,135240,12,
146,smooth-semi-auto,Browning,Browning A5 Standart 12/76 71,БЕЛЬГИЯ,134760,12,
147,smooth-semi-auto,Armtac,Armtac RS-A2 12/76 51,ТУРЦИЯ,37590,12,
148,smooth-semi-auto,Browning,Browning Maxus Std 12/76 71,БЕЛЬГИЯ,135240,12,
149,smooth-semi-auto,Benelli,Benelli Raffaello Crio Comfort 76 LH,ИТАЛИЯ,176230,12,
150,smooth-semi-auto,Fabarm,Fabarm XLR 5 76,ИТАЛИЯ,98700,12,
151,smooth-semi-auto,Benelli,Benelli Super Vinci Black 71,ИТАЛИЯ,151705,12,
152,smooth-semi-auto,Phenoma,Phenoma 12/76 76 Wood,ТУРЦИЯ,57460,12,
153,smooth-semi-auto,Benelli,Benelli Raffaello Slug 20 55,ИТАЛИЯ,165985,20,
154,smooth-semi-auto,Beretta,Beretta ES 100 Wood 76 MC ,ИТАЛИЯ,78750,12,
155,smooth-semi-auto,Beretta,Beretta A400 Xplor Novator 12/76 76 OCHP,ИТАЛИЯ,112560,12,
156,smooth-semi-auto,Benelli,Benelli Raffaello Lord 20/76,ИТАЛИЯ,249145,20,
157,smooth-semi-auto,Fabarm,Fabarm XLR 5 Black Goose 90,ИТАЛИЯ,94500,12,
158,smooth-semi-auto,Fabarm,Fabarm P.S.S. 10 Practical,ИТАЛИЯ,101150,12,
159,smooth-semi-auto,Browning,Browning A5 Ultimate Ducks 12/76 76,БЕЛЬГИЯ,148440,12,
160,smooth-semi-auto,Browning,Browning A5 Ultimate Partridges 12/76 76,БЕЛЬГИЯ,148440,12,
161,smooth-semi-auto,Browning,Browning A5 Camo Max4 12/76 76,БЕЛЬГИЯ,134760,12,
162,smooth-semi-auto,Beretta,"Beretta  A400 Xtreme Camo 12/89, 71 kick-off OCHP",ИТАЛИЯ,169850,12,
163,smooth-semi-auto,Browning,Browning Maxus Sporting Carbon Fibre 12/76 76 ,БЕЛЬГИЯ,131700,12,
164,smooth-semi-auto,Winchester,Winchester Super X3 Black Shadow 12/76 76,США,99980,12,
165,smooth-semi-auto,Fabarm,Fabarm XLR 5 Velocity,ИТАЛИЯ,154000,12,
166,smooth-semi-auto,Beretta,"Beretta  A300 Outlander Synthetic 12/76, 71 MC",ИТАЛИЯ,90550,12,
167,smooth-semi-auto,Benelli,Benelli Montefeltro 12 71 LH,ИТАЛИЯ,133055,12,
168,smooth-semi-auto,Fabarm,Fabarm H35 Lion Exclusive 76 ,ИТАЛИЯ,164500,12,
169,smooth-semi-auto,Benelli,Benelli M2 Comfort 71,ИТАЛИЯ,128690,12,
170,smooth-semi-auto,Benelli,Benelli Super Sport 76,ИТАЛИЯ,216890,12,
171,smooth-semi-auto,Benelli,Benelli Super Black Eagle II 61 дерево,ИТАЛИЯ,136920,12,
172,smooth-semi-auto,Benelli,Benelli M2 Tactical,ИТАЛИЯ,146700,12,
173,smooth-semi-auto,Armsan,Armsan A612 12/76 76 MC Wood Easy,ТУРЦИЯ,35670,12,
174,smooth-semi-auto,Beretta,"Beretta  A400 Xplor Unico 12/89, 76 OCHP",ИТАЛИЯ,142465,12,
175,smooth-semi-auto,Beretta,"Beretta  A400 Xplor Unico 12/89, 76 OCHP kick-off",ИТАЛИЯ,149350,12,
176,smooth-semi-auto,Fabarm,Fabarm H35 Lion Azur 76 ,ИТАЛИЯ,114450,12,
177,smooth-semi-auto,Benelli,Benelli Comfort 76,ИТАЛИЯ,141960,12,
178,smooth-semi-auto,Benelli,Benelli Montefeltro 12 76,ИТАЛИЯ,134230,12,
179,smooth-semi-auto,Fabarm,Fabarm H38 Lion Hunter 76,ИТАЛИЯ,81900,12,
180,smooth-semi-auto,Benelli,Benelli Comfort 76 Combo,ИТАЛИЯ,191185,12,
181,smooth-semi-auto,Fabarm,Fabarm H38 Lion Hunter Combo 76/90,ИТАЛИЯ,122150,12,
182,smooth-semi-auto,Benelli,Benelli M4 S90,ИТАЛИЯ,190175,12,
183,smooth-semi-auto,Benelli,Benelli Raffaello 76,ИТАЛИЯ,145655,12,
184,smooth-semi-auto,Benelli,Benelli M3 S90 Kromo,ИТАЛИЯ,157080,12,
185,smooth-semi-auto,Benelli,Benelli M3 S90 Combo,ИТАЛИЯ,186480,12,
186,smooth-semi-auto,Benelli,Benelli M3 S90,ИТАЛИЯ,127345,12,
187,smooth-semi-auto,Benelli,Benelli Raffaello Elegant Combo ,ИТАЛИЯ,196895,12,
188,smooth-semi-auto,Benelli,Benelli Raffaello Deluxe 76,ИТАЛИЯ,171695,12,
189,smooth-semi-auto,Fabarm,Fabarm SAT 8 Pro Forces,ИТАЛИЯ,94500,12,
190,smooth-semi-auto,Benelli,Benelli Raffaello Elegant 76,ИТАЛИЯ,156410,12,
191,smooth-semi-auto,Fabarm,Fabarm SAT 8 Pro Telescopic,ИТАЛИЯ,98700,12,
192,smooth-semi-auto,Benelli,Benelli Raffaello Crio 71,ИТАЛИЯ,169345,12,
193,smooth-semi-auto,Cosmi,Cosmi De Luxe G2,ИТАЛИЯ,2082500,12,
194,smooth-semi-auto,Fabarm,Fabarm H368 Lion Composite 76,ИТАЛИЯ,78400,12,
195,vertical dual-barrel,Fabarm,Fabarm ELOS DII Grey AL Light 12/76 71,ИТАЛИЯ,119350,12,
196,vertical dual-barrel,Fabarm,Fabarm Axis S&H 12/76 76,ИТАЛИЯ,145600,12,
197,vertical dual-barrel,Fabarm,Fabarm ELOS DII Field 12/76 76,ИТАЛИЯ,119350,12,
198,vertical dual-barrel,Sauer,Sauer Apollon 12/76 71,ГЕРМАНИЯ,164850,12,
199,vertical dual-barrel,Sauer,Sauer Artemis 12/76 71,ГЕРМАНИЯ,164850,12,
200,vertical dual-barrel,Benelli,Benelli 828 U Chrome  Compact 71 12/76,ИТАЛИЯ,245280,12,
201,vertical dual-barrel,Benelli,Benelli 828 U Black Compact 71 12/76,ИТАЛИЯ,208320,12,
202,vertical dual-barrel,Sauer,Sauer Apollon 12/76 76,ГЕРМАНИЯ,164850,12,
203,vertical dual-barrel,Blaser,Blaser F16 Sporting 76,ГЕРМАНИЯ,266490,12,
204,vertical dual-barrel,Blaser,Blaser F16 Game 71,ГЕРМАНИЯ,243320,12,
205,vertical dual-barrel,Blaser,Blaser F16 Game 76,ГЕРМАНИЯ,243320,12,
206,vertical dual-barrel,Benelli,Benelli 828 U Chrome 66 12/76,ИТАЛИЯ,245280,12,
207,vertical dual-barrel,Benelli,Benelli 828 U Chrome 71 12/76,ИТАЛИЯ,245280,12,
208,vertical dual-barrel,Benelli,Benelli 828 U Black 71 12/76,ИТАЛИЯ,208320,12,
209,vertical dual-barrel,Beretta,"Beretta 687 Silver Pigeon V 20/76, 71 DT MC",ИТАЛИЯ,275855,20,
